,CO_MUN_GEO,NO_MUN,NO_MUN_MIN,SG_UF
3368,2501203,AREIAL,Areial,PB
3369,2501302,AROEIRAS,Aroeiras,PB
3370,2501351,ASSUNCAO,Assunção,PB
3371,2501401,BAIA DA TRAICAO,Baía da Traição,PB
3372,2501500,BANANEIRAS,Bananeiras,PB
3373,2501534,BARAUNA,Baraúna,PB
3374,2501575,BARRA DE SANTANA,Barra de Santana,PB
3375,2501609,BARRA DE SANTA ROSA,Barra de Santa Rosa,PB
3376,2501708,BARRA DE SAO MIGUEL,Barra de São Miguel,PB
3377,2501807,BAYEUX,Bayeux,PB
3378,2501906,BELEM,Belém,PB
3379,3437404,PEREIRA BARRETO,Pereira Barreto,SP
3380,3437503,PEREIRAS,Pereiras,SP
3381,3437602,PERUIBE,Peruíbe,SP
3382,3437701,PIACATU,Piacatu,SP
3383,3437800,PIEDADE,Piedade,SP
3384,3437909,PILAR DO SUL,Pilar do Sul,SP
3385,3438006,PINDAMONHANGABA,Pindamonhangaba,SP
3386,3438105,PINDORAMA,Pindorama,SP
3387,3438204,PINHALZINHO,Pinhalzinho,SP
3388,3438303,PIQUEROBI,Piquerobi,SP
3389,3438501,PIQUETE,Piquete,SP
3390,3438600,PIRACAIA,Piracaia,SP
3391,3438709,PIRACICABA,Piracicaba,SP
3392,3438808,PIRAJU,Piraju,SP
3393,3438907,PIRAJUI,Pirajuí,SP
3394,3439004,PIRANGI,Pirangi,SP
3395,3439103,PIRAPORA DO BOM JESUS,Pirapora do Bom Jesus,SP
3396,3439202,PIRAPOZINHO,Pirapozinho,SP
3397,3439301,PIRASSUNUNGA,Pirassununga,SP
3398,3439400,PIRATININGA,Piratininga,SP
3399,3439509,PITANGUEIRAS,Pitangueiras,SP
3400,3439608,PLANALTO,Planalto,SP
3401,3439707,PLATINA,Platina,SP
3402,3439806,POA,Poá,SP
3403,3439905,POLONI,Poloni,SP
3404,3440002,POMPEIA,Pompéia,SP
3405,3440101,PONGAI,Pongaí,SP
3406,3440200,PONTAL,Pontal,SP
3407,3440259,PONTALINDA,Pontalinda,SP
3408,3440309,PONTES GESTAL,Pontes Gestal,SP
3409,3440408,POPULINA,Populina,SP
3410,3440507,PORANGABA,Porangaba,SP
3411,3440606,PORTO FELIZ,Porto Feliz,SP
3412,3440705,PORTO FERREIRA,Porto Ferreira,SP
3413,3440754,POTIM,Potim,SP
3414,3440804,POTIRENDABA,Potirendaba,SP
3415,3440853,PRACINHA,Pracinha,SP
3416,3440903,PRADOPOLIS,Pradópolis,SP
3417,3441000,PRAIA GRANDE,Praia Grande,SP
3418,3441059,PRATANIA,Pratânia,SP
3419,3441109,PRESIDENTE ALVES,Presidente Alves,SP
3420,3441208,PRESIDENTE BERNARDES,Presidente Bernardes,SP
3421,3441307,PRESIDENTE EPITACIO,Presidente Epitácio,SP
3422,3441406,PRESIDENTE PRUDENTE,Presidente Prudente,SP
3423,3441505,PRESIDENTE VENCESLAU,Presidente Venceslau,SP
3424,3441604,PROMISSAO,Promissão,SP
3425,3441653,QUADRA,Quadra,SP
3426,3441703,QUATA,Quatá,SP
3427,3441802,QUEIROZ,Queiroz,SP
3428,3441901,QUELUZ,Queluz,SP
3429,3442008,QUINTANA,Quintana,SP
3430,3442107,RAFARD,Rafard,SP
3431,3442206,RANCHARIA,Rancharia,SP
3432,3442305,REDENCAO DA SERRA,Redenção da Serra,SP
3433,3442404,REGENTE FEIJO,Regente Feijó,SP
3434,3442503,REGINOPOLIS,Reginópolis,SP
3435,3442602,REGISTRO,Registro,SP
3436,3442701,RESTINGA,Restinga,SP
3437,3442800,RIBEIRA,Ribeira,SP
3438,3442909,RIBEIRAO BONITO,Ribeirão Bonito,SP
3439,3443006,RIBEIRAO BRANCO,Ribeirão Branco,SP
3440,3443105,RIBEIRAO CORRENTE,Ribeirão Corrente,SP
3441,3443204,RIBEIRAO DO SUL,Ribeirão do Sul,SP
3442,3443238,RIBEIRAO DOS INDIOS,Ribeirão dos Índios,SP
3443,3443253,RIBEIRAO GRANDE,Ribeirão Grande,SP
3444,3443303,RIBEIRAO PIRES,Ribeirão Pires,SP
3445,3443402,RIBEIRAO PRETO,Ribeirão Preto,SP
3446,3443501,RIVERSUL,Riversul,SP
3447,3443600,RIFAINA,Rifaina,SP
3448,3443709,RINCAO,Rincão,SP
3449,3443808,RINOPOLIS,Rinópolis,SP
3450,3443907,RIO CLARO,Rio Claro,SP
3451,3444004,RIO DAS PEDRAS,Rio das Pedras,SP
3452,3444103,RIO GRANDE DA SERRA,Rio Grande da Serra,SP
3453,3444202,RIOLANDIA,Riolândia,SP
3454,3444251,ROSANA,Rosana,SP
3455,3444301,ROSEIRA,Roseira,SP
3456,3444400,RUBIACEA,Rubiácea,SP
3457,3444509,RUBINEIA,Rubinéia,SP
3458,3444608,SABINO,Sabino,SP
3459,3444707,SAGRES,Sagres,SP
3460,3444806,SALES,Sales,SP
3461,3444905,SALES OLIVEIRA,Sales Oliveira,SP
3462,3445001,SALESOPOLIS,Salesópolis,SP
3463,3445100,SALMOURAO,Salmourão,SP
3464,3445159,SALTINHO,Saltinho,SP
3465,3445209,SALTO,Salto,SP
3466,3445308,SALTO DE PIRAPORA,Salto de Pirapora,SP
3467,3445407,SALTO GRANDE,Salto Grande,SP
3468,3445506,SANDOVALINA,Sandovalina,SP
3469,3445605,SANTA ADELIA,Santa Adélia,SP
3470,3445704,SANTA ALBERTINA,Santa Albertina,SP
3471,3445803,SANTA BARBARA D'OESTE,Santa Bárbara d'Oeste,SP
3472,3446009,SANTA BRANCA,Santa Branca,SP
3473,3446108,SANTA CLARA D'OESTE,Santa Clara d'Oeste,SP
3474,3446207,SANTA CRUZ DA CONCEICAO,Santa Cruz da Conceição,SP
3475,3446256,SANTA CRUZ DA ESPERANCA,Santa Cruz da Esperança,SP
3476,3446306,SANTA CRUZ DAS PALMEIRAS,Santa Cruz das Palmeiras,SP
3477,3446405,SANTA CRUZ DO RIO PARDO,Santa Cruz do Rio Pardo,SP
3478,3446504,SANTA ERNESTINA,Santa Ernestina,SP
3479,3446603,SANTA FE DO SUL,Santa Fé do Sul,SP
3480,3446702,SANTA GERTRUDES,Santa Gertrudes,SP
3481,3446801,SANTA ISABEL,Santa Isabel,SP
3482,3169406,TRES PONTAS,Três Pontas,MG
3483,3169505,TUMIRITINGA,Tumiritinga,MG
3484,3169604,TUPACIGUARA,Tupaciguara,MG
3485,3169703,TURMALINA,Turmalina,MG
3486,3169802,TURVOLANDIA,Turvolândia,MG
3487,3169901,UBA,Ubá,MG
3488,3170008,UBAI,Ubaí,MG
3489,3170057,UBAPORANGA,Ubaporanga,MG
3490,3170107,UBERABA,Uberaba,MG
3491,3170206,UBERLANDIA,Uberlândia,MG
3492,3170305,UMBURATIBA,Umburatiba,MG
3493,3170404,UNAI,Unaí,MG
3494,3170438,UNIAO DE MINAS,União de Minas,MG
3495,3170479,URUANA DE MINAS,Uruana de Minas,MG
3496,3170503,URUCANIA,Urucânia,MG
3497,3170529,URUCUIA,Urucuia,MG
3498,3170578,VARGEM ALEGRE,Vargem Alegre,MG
3499,3170602,VARGEM BONITA,Vargem Bonita,MG
3500,3170651,VARGEM GRANDE DO RIO PARDO,Vargem Grande do Rio Pardo,MG
3501,3170701,VARGINHA,Varginha,MG
3502,3170750,VARJAO DE MINAS,Varjão de Minas,MG
3503,3170800,VARZEA DA PALMA,Várzea da Palma,MG
3504,3170909,VARZELANDIA,Varzelândia,MG
3505,3171006,VAZANTE,Vazante,MG
3506,3171030,VERDELANDIA,Verdelândia,MG
3507,3171071,VEREDINHA,Veredinha,MG
3508,3171105,VERISSIMO,Veríssimo,MG
3509,3171154,VERMELHO NOVO,Vermelho Novo,MG
3510,3171204,VESPASIANO,Vespasiano,MG
3511,3171303,VICOSA,Viçosa,MG
3512,3171402,VIEIRAS,Vieiras,MG
3513,3171501,MATHIAS LOBATO,Mathias Lobato,MG
3514,3171600,VIRGEM DA LAPA,Virgem da Lapa,MG
3515,3171709,VIRGINIA,Virgínia,MG
3516,3171808,VIRGINOPOLIS,Virginópolis,MG
3517,3171907,VIRGOLANDIA,Virgolândia,MG
3518,3172004,VISCONDE DO RIO BRANCO,Visconde do Rio Branco,MG
3519,3172103,VOLTA GRANDE,Volta Grande,MG
3520,3172202,WENCESLAU BRAZ,Wenceslau Braz,MG
3521,3200102,AFONSO CLAUDIO,Afonso Cláudio,ES
3522,3200136,AGUIA BRANCA,Águia Branca,ES
3523,3200169,AGUA DOCE DO NORTE,Água Doce do Norte,ES
3524,3200201,ALEGRE,Alegre,ES
3525,3200300,ALFREDO CHAVES,Alfredo Chaves,ES
3526,3200359,ALTO RIO NOVO,Alto Rio Novo,ES
3527,3200409,ANCHIETA,Anchieta,ES
3528,3200508,APIACA,Apiacá,ES
3529,3200607,ARACRUZ,Aracruz,ES
3530,3200706,ATILIO VIVACQUA,Atilio Vivacqua,ES
3531,3200805,BAIXO GUANDU,Baixo Guandu,ES
3532,3200904,BARRA DE SAO FRANCISCO,Barra de São Francisco,ES
3533,3201001,BOA ESPERANCA,Boa Esperança,ES
3534,3201100,BOM JESUS DO NORTE,Bom Jesus do Norte,ES
3535,3201159,BREJETUBA,Brejetuba,ES
3536,3201209,CACHOEIRO DE ITAPEMIRIM,Cachoeiro de Itapemirim,ES
3537,3201308,CARIACICA,Cariacica,ES
3538,3201407,CASTELO,Castelo,ES
3539,3201506,COLATINA,Colatina,ES
3540,3201605,CONCEICAO DA BARRA,Conceição da Barra,ES
3541,3201704,CONCEICAO DO CASTELO,Conceição do Castelo,ES
3542,3201803,DIVINO DE SAO LOURENCO,Divino de São Lourenço,ES
3543,3201902,DOMINGOS MARTINS,Domingos Martins,ES
3544,3202009,DORES DO RIO PRETO,Dores do Rio Preto,ES
3545,3202108,ECOPORANGA,Ecoporanga,ES
3546,3202207,FUNDAO,Fundão,ES
3547,3202256,GOVERNADOR LINDENBERG,Governador Lindenberg,ES
3548,3202306,GUACUI,Guaçuí,ES
3549,3202405,GUARAPARI,Guarapari,ES
3550,3202454,IBATIBA,Ibatiba,ES
3551,3202504,IBIRACU,Ibiraçu,ES
3552,3202553,IBITIRAMA,Ibitirama,ES
3553,3202603,ICONHA,Iconha,ES
3554,3202652,IRUPI,Irupi,ES
3555,3202702,ITAGUACU,Itaguaçu,ES
3556,3202801,ITAPEMIRIM,Itapemirim,ES
3557,4127809,TOMAZINA,Tomazina,PR
3558,4127858,TRES BARRAS DO PARANA,Três Barras do Paraná,PR
3559,4127882,TUNAS DO PARANA,Tunas do Paraná,PR
3560,4127908,TUNEIRAS DO OESTE,Tuneiras do Oeste,PR
3561,4127957,TUPASSI,Tupãssi,PR
3562,4127965,TURVO,Turvo,PR
3563,4128005,UBIRATA,Ubiratã,PR
3564,4128104,UMUARAMA,Umuarama,PR
3565,4128203,UNIAO DA VITORIA,União da Vitória,PR
3566,4128302,UNIFLOR,Uniflor,PR
3567,4128401,URAI,Uraí,PR
3568,4128500,WENCESLAU BRAZ,Wenceslau Braz,PR
3569,4128534,VENTANIA,Ventania,PR
3570,4128559,VERA CRUZ DO OESTE,Vera Cruz do Oeste,PR
3571,4128609,VERE,Verê,PR
3572,4128625,ALTO PARAISO,Alto Paraiso,PR
3573,4128633,DOUTOR ULYSSES,Doutor Ulysses,PR
3574,4128658,VIRMOND,Virmond,PR
3575,4128708,VITORINO,Vitorino,PR
3576,4128807,XAMBRE,Xambrê,PR
3577,4218301,TRES BARRAS,Três Barras,SC
3578,4218350,TREVISO,Treviso,SC
3579,4218400,TREZE DE MAIO,Treze de Maio,SC
3580,4218509,TREZE TILIAS,Treze Tílias,SC
3581,4218608,TROMBUDO CENTRAL,Trombudo Central,SC
3582,4218707,TUBARAO,Tubarão,SC
3583,4218756,TUNAPOLIS,Tunápolis,SC
3584,4218806,TURVO,Turvo,SC
3585,4218855,UNIAO DO OESTE,União do Oeste,SC
3586,4218905,URUBICI,Urubici,SC
3587,4218954,URUPEMA,Urupema,SC
3588,4219002,URUSSANGA,Urussanga,SC
3589,4219101,VARGEAO,Vargeão,SC
3590,4219150,VARGEM,Vargem,SC
3591,4219176,VARGEM BONITA,Vargem Bonita,SC
3592,4219200,VIDAL RAMOS,Vidal Ramos,SC
3593,4219309,VIDEIRA,Videira,SC
3594,4219358,VITOR MEIRELES,Vitor Meireles,SC
3595,4219408,WITMARSUM,Witmarsum,SC
3596,4219507,XANXERE,Xanxerê,SC
3597,4219606,XAVANTINA,Xavantina,SC
3598,4219705,XAXIM,Xaxim,SC
3599,4219853,ZORTEA,Zortéa,SC
3600,4220000,BALNEARIO RINCAO,Balneário Rincão,SC
3601,4300034,ACEGUA,Aceguá,RS
3602,4300059,AGUA SANTA,Água Santa,RS
3603,4300109,AGUDO,Agudo,RS
3604,4300208,AJURICABA,Ajuricaba,RS
3605,4300307,ALECRIM,Alecrim,RS
3606,4300406,ALEGRETE,Alegrete,RS
3607,4300455,ALEGRIA,Alegria,RS
3608,4300471,ALMIRANTE TAMANDARE DO SUL,Almirante Tamandaré do Sul,RS
3609,4300505,ALPESTRE,Alpestre,RS
3610,4300554,ALTO ALEGRE,Alto Alegre,RS
3611,4300570,ALTO FELIZ,Alto Feliz,RS
3612,4300604,ALVORADA,Alvorada,RS
3613,4300638,AMARAL FERRADOR,Amaral Ferrador,RS
3614,4300646,AMETISTA DO SUL,Ametista do Sul,RS
3615,4300661,ANDRE DA ROCHA,André da Rocha,RS
3616,4300703,ANTA GORDA,Anta Gorda,RS
3617,4300802,ANTONIO PRADO,Antônio Prado,RS
3618,4300851,ARAMBARE,Arambaré,RS
3619,4300877,ARARICA,Araricá,RS
3620,4300901,ARATIBA,Aratiba,RS
3621,4301008,ARROIO DO MEIO,Arroio do Meio,RS
3622,4301057,ARROIO DO SAL,Arroio do Sal,RS
3623,4301073,ARROIO DO PADRE,Arroio do Padre,RS
3624,4301107,ARROIO DOS RATOS,Arroio dos Ratos,RS
3625,4301206,ARROIO DO TIGRE,Arroio do Tigre,RS
3626,4301305,ARROIO GRANDE,Arroio Grande,RS
3627,4301404,ARVOREZINHA,Arvorezinha,RS
3628,4301503,AUGUSTO PESTANA,Augusto Pestana,RS
3629,4301552,AUREA,Áurea,RS
3630,4301602,BAGE,Bagé,RS
3631,4301636,BALNEARIO PINHAL,Balneário Pinhal,RS
3632,4301651,BARAO,Barão,RS
3633,4301701,BARAO DE COTEGIPE,Barão de Cotegipe,RS
3634,4301750,BARAO DO TRIUNFO,Barão do Triunfo,RS
3635,4301800,BARRACAO,Barracão,RS
3636,4301859,BARRA DO GUARITA,Barra do Guarita,RS
3637,4301875,BARRA DO QUARAI,Barra do Quaraí,RS
3638,4301909,BARRA DO RIBEIRO,Barra do Ribeiro,RS
3639,4301925,BARRA DO RIO AZUL,Barra do Rio Azul,RS
3640,4301958,BARRA FUNDA,Barra Funda,RS
3641,4302006,BARROS CASSAL,Barros Cassal,RS
3642,4302055,BENJAMIN CONSTANT DO SUL,Benjamin Constant do Sul,RS
3643,4302105,BENTO GONCALVES,Bento Gonçalves,RS
3644,4302154,BOA VISTA DAS MISSOES,Boa Vista das Missões,RS
3645,4302204,BOA VISTA DO BURICA,Boa Vista do Buricá,RS
3646,4302220,BOA VISTA DO CADEADO,Boa Vista do Cadeado,RS
3647,4302238,BOA VISTA DO INCRA,Boa Vista do Incra,RS
3648,4302253,BOA VISTA DO SUL,Boa Vista do Sul,RS
3649,4302303,BOM JESUS,Bom Jesus,RS
3650,4302352,BOM PRINCIPIO,Bom Princípio,RS
3651,4302378,BOM PROGRESSO,Bom Progresso,RS
3652,4302402,BOM RETIRO DO SUL,Bom Retiro do Sul,RS
3653,4302451,BOQUEIRAO DO LEAO,Boqueirão do Leão,RS
3654,4302501,BOSSOROCA,Bossoroca,RS
3655,4302584,BOZANO,Bozano,RS
3656,4302600,BRAGA,Braga,RS
3657,4302659,BROCHIER,Brochier,RS
3658,4302709,BUTIA,Butiá,RS
3659,4302808,CACAPAVA DO SUL,Caçapava do Sul,RS
3660,4302907,CACEQUI,Cacequi,RS
3661,4303004,CACHOEIRA DO SUL,Cachoeira do Sul,RS
3662,4303103,CACHOEIRINHA,Cachoeirinha,RS
3663,4303202,CACIQUE DOBLE,Cacique Doble,RS
3664,4303301,CAIBATE,Caibaté,RS
3665,4303400,CAICARA,Caiçara,RS
3666,4303509,CAMAQUA,Camaquã,RS
3667,4303558,CAMARGO,Camargo,RS
3668,4303608,CAMBARA DO SUL,Cambará do Sul,RS
3669,4303673,CAMPESTRE DA SERRA,Campestre da Serra,RS
3670,4303707,CAMPINA DAS MISSOES,Campina das Missões,RS
3671,4303806,CAMPINAS DO SUL,Campinas do Sul,RS
3672,4303905,CAMPO BOM,Campo Bom,RS
3673,4304002,CAMPO NOVO,Campo Novo,RS
3674,4304101,CAMPOS BORGES,Campos Borges,RS
3675,4304200,CANDELARIA,Candelária,RS
3676,4304309,CANDIDO GODOI,Cândido Godói,RS
3677,4304358,CANDIOTA,Candiota,RS
3678,4304408,CANELA,Canela,RS
3679,4304507,CANGUCU,Canguçu,RS
3680,4304606,CANOAS,Canoas,RS
3681,4304614,CANUDOS DO VALE,Canudos do Vale,RS
3682,4304622,CAPAO BONITO DO SUL,Capão Bonito do Sul,RS
3683,4304630,CAPAO DA CANOA,Capão da Canoa,RS
3684,4304655,CAPAO DO CIPO,Capão do Cipó,RS
3685,4304663,CAPAO DO LEAO,Capão do Leão,RS
3686,4304671,CAPIVARI DO SUL,Capivari do Sul,RS
3687,4304689,CAPELA DE SANTANA,Capela de Santana,RS
3688,4304697,CAPITAO,Capitão,RS
3689,4304705,CARAZINHO,Carazinho,RS
3690,4304713,CARAA,Caraá,RS
3691,4304804,CARLOS BARBOSA,Carlos Barbosa,RS
3692,4304853,CARLOS GOMES,Carlos Gomes,RS
3693,4304903,CASCA,Casca,RS
3694,4304952,CASEIROS,Caseiros,RS
3695,4305009,CATUIPE,Catuípe,RS
3696,4305108,CAXIAS DO SUL,Caxias do Sul,RS
3697,4305116,CENTENARIO,Centenário,RS
3698,4305124,CERRITO,Cerrito,RS
3699,4305132,CERRO BRANCO,Cerro Branco,RS
3700,4305157,CERRO GRANDE,Cerro Grande,RS
3701,4305173,CERRO GRANDE DO SUL,Cerro Grande do Sul,RS
3702,4305207,CERRO LARGO,Cerro Largo,RS
3703,4305306,CHAPADA,Chapada,RS
3704,4305355,CHARQUEADAS,Charqueadas,RS
3705,4305371,CHARRUA,Charrua,RS
3706,4305405,CHIAPETTA,Chiapetta,RS
3707,4305439,CHUI,Chuí,RS
3708,4305447,CHUVISCA,Chuvisca,RS
3709,4305454,CIDREIRA,Cidreira,RS
3710,4305504,CIRIACO,Ciríaco,RS
3711,4305587,COLINAS,Colinas,RS
3712,4305603,COLORADO,Colorado,RS
3713,4305702,CONDOR,Condor,RS
3714,4305801,CONSTANTINA,Constantina,RS
3715,4305835,COQUEIRO BAIXO,Coqueiro Baixo,RS
3716,4305850,COQUEIROS DO SUL,Coqueiros do Sul,RS
3717,4305871,CORONEL BARROS,Coronel Barros,RS
3718,4305900,CORONEL BICACO,Coronel Bicaco,RS
3719,4305934,CORONEL PILAR,Coronel Pilar,RS
3720,4305959,COTIPORA,Cotiporã,RS
3721,4305975,COXILHA,Coxilha,RS
3722,4306007,CRISSIUMAL,Crissiumal,RS
3723,4306056,CRISTAL,Cristal,RS
3724,4306072,CRISTAL DO SUL,Cristal do Sul,RS
3725,4306106,CRUZ ALTA,Cruz Alta,RS
3726,4306130,CRUZALTENSE,Cruzaltense,RS
3727,4306205,CRUZEIRO DO SUL,Cruzeiro do Sul,RS
3728,4306304,DAVID CANABARRO,David Canabarro,RS
3729,4306320,DERRUBADAS,Derrubadas,RS
3730,4306353,DEZESSEIS DE NOVEMBRO,Dezesseis de Novembro,RS
3731,4306379,DILERMANDO DE AGUIAR,Dilermando de Aguiar,RS
3732,4306403,DOIS IRMAOS,Dois Irmãos,RS
3733,4306429,DOIS IRMAOS DAS MISSOES,Dois Irmãos das Missões,RS
3734,4306452,DOIS LAJEADOS,Dois Lajeados,RS
3735,3159902,SANTO ANTONIO DO AMPARO,Santo Antônio do Amparo,MG
3736,3160009,SANTO ANTONIO DO AVENTUREIRO,Santo Antônio do Aventureiro,MG
3737,3160108,SANTO ANTONIO DO GRAMA,Santo Antônio do Grama,MG
3738,3160207,SANTO ANTONIO DO ITAMBE,Santo Antônio do Itambé,MG
3739,3160306,SANTO ANTONIO DO JACINTO,Santo Antônio do Jacinto,MG
3740,3160405,SANTO ANTONIO DO MONTE,Santo Antônio do Monte,MG
3741,3160454,SANTO ANTONIO DO RETIRO,Santo Antônio do Retiro,MG
3742,3160504,SANTO ANTONIO DO RIO ABAIXO,Santo Antônio do Rio Abaixo,MG
3743,3160603,SANTO HIPOLITO,Santo Hipólito,MG
3744,3160702,SANTOS DUMONT,Santos Dumont,MG
3745,3160801,SAO BENTO ABADE,São Bento Abade,MG
3746,3160900,SAO BRAS DO SUACUI,São Brás do Suaçuí,MG
3747,3160959,SAO DOMINGOS DAS DORES,São Domingos das Dores,MG
3748,3161007,SAO DOMINGOS DO PRATA,São Domingos do Prata,MG
3749,3161056,SAO FELIX DE MINAS,São Félix de Minas,MG
3750,3161106,SAO FRANCISCO,São Francisco,MG
3751,3161205,SAO FRANCISCO DE PAULA,São Francisco de Paula,MG
3752,3161304,SAO FRANCISCO DE SALES,São Francisco de Sales,MG
3753,3161403,SAO FRANCISCO DO GLORIA,São Francisco do Glória,MG
3754,3161502,SAO GERALDO,São Geraldo,MG
3755,3161601,SAO GERALDO DA PIEDADE,São Geraldo da Piedade,MG
3756,3161650,SAO GERALDO DO BAIXIO,São Geraldo do Baixio,MG
3757,3161700,SAO GONCALO DO ABAETE,São Gonçalo do Abaeté,MG
3758,3161809,SAO GONCALO DO PARA,São Gonçalo do Pará,MG
3759,3161908,SAO GONCALO DO RIO ABAIXO,São Gonçalo do Rio Abaixo,MG
3760,3162005,SAO GONCALO DO SAPUCAI,São Gonçalo do Sapucaí,MG
3761,3162104,SAO GOTARDO,São Gotardo,MG
3762,3162203,SAO JOAO BATISTA DO GLORIA,São João Batista do Glória,MG
3763,3162252,SAO JOAO DA LAGOA,São João da Lagoa,MG
3764,3162302,SAO JOAO DA MATA,São João da Mata,MG
3765,3162401,SAO JOAO DA PONTE,São João da Ponte,MG
3766,3162450,SAO JOAO DAS MISSOES,São João das Missões,MG
3767,3162500,SAO JOAO DEL REI,São João del Rei,MG
3768,3162559,SAO JOAO DO MANHUACU,São João do Manhuaçu,MG
3769,3162575,SAO JOAO DO MANTENINHA,São João do Manteninha,MG
3770,3162609,SAO JOAO DO ORIENTE,São João do Oriente,MG
3771,3162658,SAO JOAO DO PACUI,São João do Pacuí,MG
3772,3162708,SAO JOAO DO PARAISO,São João do Paraíso,MG
3773,3304144,QUEIMADOS,Queimados,RJ
3774,3304151,QUISSAMA,Quissamã,RJ
3775,3304201,RESENDE,Resende,RJ
3776,3304300,RIO BONITO,Rio Bonito,RJ
3777,3304409,RIO CLARO,Rio Claro,RJ
3778,3304508,RIO DAS FLORES,Rio das Flores,RJ
3779,3304524,RIO DAS OSTRAS,Rio das Ostras,RJ
3780,3304557,RIO DE JANEIRO,Rio de Janeiro,RJ
3781,3304607,SANTA MARIA MADALENA,Santa Maria Madalena,RJ
3782,3304706,SANTO ANTONIO DE PADUA,Santo Antônio de Pádua,RJ
3783,3304755,SAO FRANCISCO DE ITABAPOANA,São Francisco de Itabapoana,RJ
3784,3304805,SAO FIDELIS,São Fidélis,RJ
3785,3304904,SAO GONCALO,São Gonçalo,RJ
3786,3305000,SAO JOAO DA BARRA,São João da Barra,RJ
3787,3305109,SAO JOAO DE MERITI,São João de Meriti,RJ
3788,3305133,SAO JOSE DE UBA,São José de Ubá,RJ
3789,3305158,SAO JOSE DO VALE DO RIO PRETO,São José do Vale do Rio Preto,RJ
3790,3305208,SAO PEDRO DA ALDEIA,São Pedro da Aldeia,RJ
3791,3305307,SAO SEBASTIAO DO ALTO,São Sebastião do Alto,RJ
3792,3305406,SAPUCAIA,Sapucaia,RJ
3793,3305505,SAQUAREMA,Saquarema,RJ
3794,3305554,SEROPEDICA,Seropédica,RJ
3795,3305604,SILVA JARDIM,Silva Jardim,RJ
3796,3305703,SUMIDOURO,Sumidouro,RJ
3797,3305752,TANGUA,Tanguá,RJ
3798,3305802,TERESOPOLIS,Teresópolis,RJ
3799,3305901,TRAJANO DE MORAES,Trajano de Moreis,RJ
3800,3306008,TRES RIOS,Três Rios,RJ
3801,3306107,VALENCA,Valença,RJ
3802,3306156,VARRE-SAI,Varre-Sai,RJ
3803,3306206,VASSOURAS,Vassouras,RJ
3804,3306305,VOLTA REDONDA,Volta Redonda,RJ
3805,3400105,ADAMANTINA,Adamantina,SP
3806,3400204,ADOLFO,Adolfo,SP
3807,3400303,AGUAI,Aguaí,SP
3808,3400402,AGUAS DA PRATA,Águas da Prata,SP
3809,3400501,AGUAS DE LINDOIA,Águas de Lindóia,SP
3810,3400550,AGUAS DE SANTA BARBARA,Águas de Santa Bárbara,SP
3811,3400600,AGUAS DE SAO PEDRO,Águas de São Pedro,SP
3812,3400709,AGUDOS,Agudos,SP
3813,3400758,ALAMBARI,Alambari,SP
3814,3400808,ALFREDO MARCONDES,Alfredo Marcondes,SP
3815,3400907,ALTAIR,Altair,SP
3816,3401004,ALTINOPOLIS,Altinópolis,SP
3817,3401103,ALTO ALEGRE,Alto Alegre,SP
3818,3401152,ALUMINIO,Alumínio,SP
3819,3401202,ALVARES FLORENCE,Álvares Florence,SP
3820,3401301,ALVARES MACHADO,Álvares Machado,SP
3821,3401400,ALVARO DE CARVALHO,Álvaro de Carvalho,SP
3822,3401509,ALVINLANDIA,Alvinlândia,SP
3823,3401608,AMERICANA,Americana,SP
3824,3401707,AMERICO BRASILIENSE,Américo Brasiliense,SP
3825,3401806,AMERICO DE CAMPOS,Américo de Campos,SP
3826,3401905,AMPARO,Amparo,SP
3827,3402002,ANALANDIA,Analândia,SP
3828,3402101,ANDRADINA,Andradina,SP
3829,3402200,ANGATUBA,Angatuba,SP
3830,3402309,ANHEMBI,Anhembi,SP
3831,3402408,ANHUMAS,Anhumas,SP
3832,3402507,APARECIDA,Aparecida,SP
3833,3402606,APARECIDA D'OESTE,Aparecida d'Oeste,SP
3834,3402705,APIAI,Apiaí,SP
3835,3402754,ARACARIGUAMA,Araçariguama,SP
3836,3402804,ARACATUBA,Araçatuba,SP
3837,3402903,ARACOIABA DA SERRA,Araçoiaba da Serra,SP
3838,3403000,ARAMINA,Aramina,SP
3839,3403109,ARANDU,Arandu,SP
3840,3403158,ARAPEI,Arapeí,SP
3841,3403208,ARARAQUARA,Araraquara,SP
3842,3403307,ARARAS,Araras,SP
3843,4216701,SAO JOSE DO CEDRO,São José do Cedro,SC
3844,4216800,SAO JOSE DO CERRITO,São José do Cerrito,SC
3845,4216909,SAO LOURENCO DO OESTE,São Lourenço do Oeste,SC
3846,4217006,SAO LUDGERO,São Ludgero,SC
3847,4217105,SAO MARTINHO,São Martinho,SC
3848,4217154,SAO MIGUEL DA BOA VISTA,São Miguel da Boa Vista,SC
3849,4217204,SAO MIGUEL DO OESTE,São Miguel do Oeste,SC
3850,4217253,SAO PEDRO DE ALCANTARA,São Pedro de Alcântara,SC
3851,4217303,SAUDADES,Saudades,SC
3852,4217402,SCHROEDER,Schroeder,SC
3853,4217501,SEARA,Seara,SC
3854,4217550,SERRA ALTA,Serra Alta,SC
3855,4217600,SIDEROPOLIS,Siderópolis,SC
3856,4217709,SOMBRIO,Sombrio,SC
3857,4217758,SUL BRASIL,Sul Brasil,SC
3858,4217808,TAIO,Taió,SC
3859,4217907,TANGARA,Tangará,SC
